;ID;CHANCE_TO_HELP_PROBABILITY;COST_REDUCTION_ALTRUISTIC_ACT;SEED;SPAWN_ALTRUIST;SPAWN_NONALTRUIST;age_at_death;altruist_fitness;altruistic_acts_altruists;altruistic_acts_base_agents;average_fitness_cost;average_fitness_cost_round;children_per_woman;died_of_chance;died_of_fitness_loss;died_of_old_age;fitness_at_death;median_age;median_fitness;net_growth;nonAltruist_fitness;population;population_altruists;population_nonAltruists;year
;1726 Mittelwert;8;0,9;;30;10;75,786;105,774;154,918;66,228;5,514;5,458;1,682;5,333333333;;18,4;111,192;28,62;115,652;118,8;101,828;5408,4;912,6;258,6;250
;1727 Mittelwert;8;1;;30;10;78,932;97,516;283,656;87,27;5,488;5,618;1,65;1,5;;14,6;107,764;29,35;112,806;55,2;73,42;2562,6;292,4;310,4;250
;1728 Mittelwert;9;0,5;;30;10;64,71;132,774;106,298;40,548;5,51;5,546;1,762;19;;42,2;137,434;25,058;139,136;653,2;115,91;21135,6;2547,4;1841,2;250
;1729 Mittelwert;9;0,6;;30;10;70,5;125,956;124,902;48,1;5,496;5,38;1,742;13,4;;40,4;131,396;25,6;134,304;442,4;142,606;14500;2000,2;1143;250
;1730 Mittelwert;9;0,7;;30;10;70,04;118,63;450,472;68,726;5,486;5,518;1,69;7,4;;25,2;124,092;27,982;127,194;231,8;138,844;8351;714,4;498,8;250
;1731 Mittelwert;9;0,8;;30;10;70,65;111,344;121,902;47,424;5,492;5,51;1,748;9,8;;31,6;119,398;26,314;122,774;292;132,266;10698,4;726;914,2;250
;1732 Mittelwert;9;0,9;;30;10;70,678;104,508;173,812;64,122;5,502;5,76;1,694;9,2;;26,4;113,936;27,82;118,116;182,2;129,248;7608,2;867,2;653,6;250
;1733 Mittelwert;9;1;;30;10;75,19;100,23;188,43;77,62;5,494;5,368;1,66;2,8;;16,2;111,13;29,824;113,444;105,2;128,7;5031,4;571,4;430,4;250
;1734 Mittelwert;10;0,5;;30;10;72,542;133,984;165,186;62,798;5,494;5,448;1,708;14,5;;30,2;140,034;26,694;141,428;390;149,76;12637,4;1868,2;864,8;250
;1735 Mittelwert;10;0,6;;30;10;72,692;126,526;192,274;62,842;5,504;5,536;1,72;5,8;;22,8;134,458;26,988;136,358;202;116,004;7464,2;411,4;607,6;250
;1736 Mittelwert;10;0,7;;30;10;74,194;118,128;234,266;67,254;5,496;5,486;1,722;7,2;;25;127,426;26,526;128,694;252,4;139,862;9682,2;647,4;662,2;250
;1737 Mittelwert;10;0,8;;30;10;62,1375;109,92;2090,288;166,272;5,52;5,654;1,618;14,5;;27;123,525;29,966;122,742;310,4;135,296;10206,4;974,4;1424;250
;1738 Mittelwert;10;0,9;;30;10;68,866;104,926;196,4;72,544;5,5;5,478;1,688;7;;18;117,45;28,076;118,27;168,4;133,808;6319,6;551;349,6;250
;1739 Mittelwert;10;1;;30;10;74,734;99,7;224,442;80,316;5,506;5,468;1,688;3,4;;14,6;106,274;28,738;114,594;91;104,242;3955,4;465,2;262,8;250
;1740 Mittelwert;1;0,5;;35;10;77,885;104,178;86,554;41,046;5,56;4,78;1,544;5,666666667;;14,25;103,865;34,08;104,354;72,4;105,354;3327;739,6;225;250
;1741 Mittelwert;1;0,6;;35;10;70,95;102,706;121,182;45,834;5,646;5,335;1,478;5,666666667;;14;102,0675;35,126;103,208;77,4;103,704;3229;723,6;140,8;250
;1742 Mittelwert;1;0,7;;35;10;73,8725;100,448;72,766;28,826;5,566;5,04;1,66;6;;18;101,375;32,21;102,266;79,2;103,66;3390,6;750,8;288,6;250
;1743 Mittelwert;1;0,8;;35;10;79,0675;100,254;64,798;30,52;5,57;6,7625;1,6;5,333333333;;10,75;103,0225;33,576;101,784;59;104,01;2561,8;457,2;250,6;250
;1744 Mittelwert;1;0,9;;35;10;71,78;100,534;21,926;11,998;5,538;5,69;1,668;2,8;;10,8;101,48;29,786;101,45;67;103,724;3122;606,6;274,8;250
;1745 Mittelwert;1;1;;35;10;80,772;99,864;28,574;19,654;5,54;5,535;1,612;1,666666667;;14,4;100,864;32,24;101,194;61,8;82,628;3098,4;622,8;260,6;250
;1746 Mittelwert;2;0,5;;35;10;71,542;108,658;61,004;25,222;5,44;5,26;1,622;4;;10,4;110,24;31,272;110,298;50;89,406;2380;493,8;162,4;250
;1747 Mittelwert;2;0,6;;35;10;72,422;106,458;51,108;21,074;5,452;5,314;1,64;3,4;;15,2;106,532;29,674;108,252;114,6;87,608;4421;732,6;282,2;250
;1748 Mittelwert;2;0,7;;35;10;73,824;105,326;68,1;37,77;5,486;5,118;1,588;3,25;;10,4;106,992;32,41;107,308;65,8;87,904;2958,2;488,4;240,2;250
;1749 Mittelwert;2;0,8;;35;10;72,334;102,09;76,886;32,58;5,402;4,77;1,54;2,5;;8,2;102,04;33,344;104,388;34,8;85,804;1786,2;332,2;71,6;250
;1750 Mittelwert;2;0,9;;35;10;79,754;100,294;80,34;27,576;5,464;5,986;1,556;2;;11,2;104,272;32,272;103,612;48,2;85,464;2238,6;397,2;88;250
;1751 Mittelwert;2;1;;35;10;79,02;99,16;66,476;31,242;5,462;5,086;1,58;2;;9,2;100,052;32,572;102,006;52,8;84,158;2197;469,6;177,4;250
;1752 Mittelwert;3;0,5;;35;10;67,698;111,656;64,424;32,838;5,486;5,456;1,656;6,5;;12,4;113,096;29,614;113,872;112;70,154;4193,2;937,2;51;250
;1753 Mittelwert;3;0,6;;35;10;73,782;109,882;51,646;27,3;5,488;5,18;1,69;4;;18,8;112,566;28,632;112,284;154,6;92,584;6016;1017,8;377,8;250
;1754 Mittelwert;3;0,7;;35;10;70,252;109,094;48,872;24,8;5,494;5,488;1,72;5;;16,8;109,404;28,27;111,482;122,8;115,572;5135;1121,6;376,6;250
;1755 Mittelwert;3;0,8;;35;10;61,878;103,356;131,048;29,684;5,48;5,624;1,69;4,6;;9,2;106,536;28,52;107,536;53,4;90,966;2500,2;367,4;114,2;250
;1756 Mittelwert;3;0,9;;35;10;78,098;102,74;87,674;39,068;5,5;5,486;1,682;2,75;;16,8;103,598;30,452;106,4;97;89,778;4039,2;483,2;327,6;250
;1757 Mittelwert;3;1;;35;10;74,594;100,86;228,084;65,932;5,476;5,688;1,582;3;;9,6;104,712;33,088;104,564;47,4;107,452;2174,4;226,6;228,4;250
;1758 Mittelwert;4;0,5;;35;10;76,1325;117,634;268,6;123,236;5,486;6,032;1,462;4;;6,75;119,2075;34,886;120,95;42,8;74,388;1747;121,6;203,6;250
;1759 Mittelwert;4;0,6;;35;10;58,604;109,772;1219,876;67,866;5,516;5,854;1,58;1,4;;5,25;116,938;30,684;116,502;19,4;49,116;895,6;159,4;28,4;250
;1760 Mittelwert;4;0,7;;35;10;73,27666667;110,348;522,466;120,23;5,46;6,172;1,488;1;;2,333333333;110,91;34,068;112,79;6;23,766;312,2;89;2,8;250
;1761 Mittelwert;4;0,8;;35;10;72,436;106,544;108,464;41,22;5,47;5,62;1,672;3,5;;6,2;106,914;29,57;110,868;34,6;69,952;1658,4;288,6;150,6;250
;1762 Mittelwert;4;0,9;;35;10;80,46666667;83,644;231,01;163,894;5,494;4,838;1,728;3;;6,333333333;103,6766667;30,46;109,034;29,8;68,62;1214;133,8;187,8;250
;1763 Mittelwert;4;1;;35;10;61,2675;100,836;220,316;83,092;5,56;6,068;1,58;2,75;;8,666666667;116,1525;30,96;108,04;36,8;68,102;1613,2;147,8;342,4;250
;1764 Mittelwert;5;0,5;;35;10;74,558;117,812;106,74;41,81;5,49;5,582;1,674;5,4;;13,2;118,448;28,182;122,52;176,4;101,13;5945,6;843,4;377;250
;1765 Mittelwert;5;0,6;;35;10;69,134;119,262;101,058;50,294;5,518;5,64;1,69;4;;14;122,938;28,256;121,61;92,6;50,062;4009,4;658;252,2;250
;1766 Mittelwert;5;0,7;;35;10;58,3875;113,91;963,722;1432,674;5,494;5,5025;1,402;4;;16,66666667;112,9725;37,802;117,49;91,4;76,12;3450,6;660,8;213,6;250
;1767 Mittelwert;5;0,8;;35;10;75,2425;105,482;237,066;162,068;5,492;5,26;1,53;4,666666667;;11,5;111,2525;34,364;112,218;37,2;95,072;2393,2;189,6;193,6;250
;1768 Mittelwert;5;0,9;;35;10;83,98333333;104,404;269,404;130,748;5,486;4,622;1,54;1;;14;108,73;31,934;109,91;49,6;93,446;1964,2;249,6;133,4;250
;1769 Mittelwert;5;1;;35;10;77,424;97,816;133,202;47,094;5,53;5,62;1,674;5,75;;10,6;107,792;30,126;106,916;66,6;115,174;3000,8;335,2;336,8;250
;1770 Mittelwert;6;0,5;;35;10;75,1275;98,824;676,89;184,47;5,52;6,44;1,538;9,666666667;;14,5;130,6975;32,71;129,23;125,4;111,258;4421,4;305,4;236,4;250
;1771 Mittelwert;6;0,6;;35;10;67,34;117,818;110,78;54,296;5,482;5,56;1,708;9,75;;21,5;119,9725;27,772;123,762;213;79,776;7495,8;476,2;201,4;250
;1772 Mittelwert;6;0,7;;35;10;71,654;93,236;492,0925;97,864;5,548;5,74;1,534;12;;18,2;112,596;31,864;119,382;149,8;77,2;6102,4;1094,8;132,2;250
;1773 Mittelwert;6;0,8;;35;10;70,882;87,93;177,65;77,962;5,454;5,876;1,63;7;;16,6;115,034;29,924;117,116;115,2;96,772;4714;963;81,8;250
;1774 Mittelwert;6;0,9;;35;10;79,918;83,992;241,8675;159,418;5,49;5,03;1,614;7;;10;109,436;32,854;112,404;82;96,22;3354,8;386,8;115,8;250
;1775 Mittelwert;6;1;;35;10;82,534;79,004;708,21;144,824;5,52;5,622;1,446;2,5;;9;106,42;34,462;106,19;47,8;91,44;2246,2;310;151,2;250
;1776 Mittelwert;7;0,5;;35;10;72,854;123,414;138,762;36,614;5,526;5,538;1,774;14,75;;33,8;126,944;25,026;129,026;469,2;107,524;14651,2;2190,6;1138;250
;1777 Mittelwert;7;0,6;;35;10;67,238;120,274;81,682;38,79;5,488;5,462;1,736;15,4;;34,8;124,778;26,086;125,724;419,8;131,694;14445,2;2044,6;1173,6;250
;1778 Mittelwert;7;0,7;;35;10;68,59;115,458;874,32;90,468;5,526;5,748;1,784;14,75;;38;119,135;26,472;122,814;288;126,83;10388,6;994,2;1078;250
;1779 Mittelwert;7;0,8;;35;10;75,6;109,098;138,112;58,42;5,496;5,416;1,654;6,8;;29,4;113,294;29,354;117,396;243,4;125,386;8954,6;892,8;569,8;250
;1780 Mittelwert;7;0,9;;35;10;75,114;104,326;129,28;53,16;5,508;5,558;1,668;5,6;;25;111,262;29,422;113,82;183,2;123,464;7511,8;720,2;501,4;250
;1781 Mittelwert;7;1;;35;10;76,66;95,084;621,02;168,884;5,482;5,17;1,36;6;;10,8;111,554;37,962;109,362;40;122,94;2086,6;431,8;242,2;250
;1782 Mittelwert;8;0,5;;35;10;66,784;131,936;91,75;45,212;5,502;5,482;1,768;11,2;;26,2;134,24;25,464;136,664;339,2;112,992;10704;1523,2;973,8;250
;1783 Mittelwert;8;0,6;;35;10;67,92;125,688;104,828;53,068;5,482;5,338;1,796;10;;24,4;128,038;25,442;132,032;250,2;110,698;8400;1473,6;477,8;250
;1784 Mittelwert;8;0,7;;35;10;65,762;115,91;138,664;59,832;5,52;5,484;1,728;4,4;;11;124,186;26,52;124,596;110;134,012;3913,8;447,8;310,8;250
;1785 Mittelwert;8;0,8;;35;10;63,008;107,424;194,486;56,312;5,498;5,48;1,708;4,6;;13,2;114,362;27,686;119,564;123;128,712;4515,2;574,4;494,8;250
;1786 Mittelwert;8;0,9;;35;10;67,532;81,256;192,8525;56,6425;5,514;5,57;1,356;5,75;;13,4;113,146;22,766;90,958;74,2;100,316;3740,8;428,4;440,4;243
;1787 Mittelwert;8;1;;35;10;74,938;95,71;253,492;121,902;5,488;5,466;1,688;4,666666667;;12,2;106,19;30,286;108,488;65;96,892;2766,4;203;250,4;250
;1788 Mittelwert;9;0,5;;35;10;70,774;134,386;144,262;45,928;5,49;5,508;1,758;14,2;;38,8;137,958;24,44;141,1;564,6;117,848;16996,4;1995,6;1664,4;250
;1789 Mittelwert;9;0,6;;35;10;74,288;127,372;182,208;58,674;5,484;5,54;1,728;10;;34,6;132,822;25,908;135,916;375,6;145,772;12196,8;2133;614,8;250
;1790 Mittelwert;9;0,7;;35;10;65,374;118,264;172,95;66,584;5,484;5,422;1,728;13;;27;126,976;27,238;128,782;298,6;138,16;10168,2;1275,4;1149;250
;1791 Mittelwert;9;0,8;;35;10;67,852;114,09;126,472;50,492;5,49;5,552;1,75;9,8;;29,4;122,998;26,178;124,602;299,2;135,806;10784,6;897;734;250
;1792 Mittelwert;9;0,9;;35;10;71,686;108,338;275,036;98,768;5,48;5,626;1,608;5,6;;16,8;121,19;29,562;120,336;117,8;106,976;4655,6;435,2;528;250
;1793 Mittelwert;9;1;;35;10;70,17;78,858;196,5075;76,788;5,484;5,396;1,718;4;;10;106,656;27,728;111,248;100;100,614;3630;394,4;437,8;250
;1794 Mittelwert;10;0,5;;35;10;68,662;132,058;126,34;44,782;5,516;5,562;1,78;13,4;;30,6;137,666;24,568;140,654;559,2;147,24;16018,2;2118,8;1790,6;250
;1795 Mittelwert;10;0,6;;35;10;67,714;128,6;110,458;44,748;5,502;5,442;1,78;13,2;;34,8;134,116;24,558;137,164;423,2;145,822;13969,8;1510,4;1708,2;250
;1796 Mittelwert;10;0,7;;35;10;74,456;120,852;200,556;54,802;5,498;5,486;1,768;6,2;;20,4;129,072;25,066;131,128;275;140,24;8640,4;714,8;1303,2;250
;1797 Mittelwert;10;0,8;;35;10;73,6975;111,744;2093,906;168,556;5,506;5,6;1,59;9,75;;30,25;121,82;30,07;123,968;272,2;136,898;9276,8;1057,6;1247,2;250
;1798 Mittelwert;10;0,9;;35;10;72,304;106,244;163,624;58,954;5,518;5,496;1,724;6;;23;121,834;26,988;121,114;191,4;133,884;7767,6;577,2;1312;250
;1799 Mittelwert;10;1;;35;10;71,368;100,336;443,56;115,322;5,512;5,386;1,644;1,8;;8,2;121,424;30,43;120,948;57,8;135,052;2335,4;123;409;250
;1800 Mittelwert;1;0,5;;40;10;76,325;104,502;73,122;38,172;5,458;5,453333333;1,464;5;;15,75;101,895;35,412;105,224;73,4;63,328;3453,8;867,8;135,2;250
;1801 Mittelwert;1;0,6;;40;10;63,265;102,63;67,716;33,952;5,432;5,0275;1,436;5,75;;14,75;101,5775;35,006;103,678;69,4;85,554;3281,6;663;139,2;250
;1802 Mittelwert;1;0,7;;40;10;68,12333333;101,104;250,632;44,68;5,516;5,89;1,544;7;;17;103,0333333;34,666;103,92;79;83,548;3078,8;595,8;135,8;250
;1803 Mittelwert;1;0,8;;40;10;76,51333333;99,894;300,392;53,79;5,56;7,12;1,494;10;;13,33333333;104,1033333;37,026;103,17;39,8;82,986;2138,4;274;179,2;250
;1804 Mittelwert;1;0,9;;40;10;76,5225;98,97;187,822;44,984;5,474;4,99;1,538;5;;11,75;98,79;35,914;101,77;50,8;62,21;2497,6;418,4;180,8;250
;1805 Mittelwert;1;1;;40;10;78,03;100,788;42,648;17,596;5,546;5,76;1,596;3;;9,2;99,9;30,962;101,846;55,8;62,096;2591;417,2;141,4;250
;1806 Mittelwert;2;0,5;;40;10;70,832;108,95;45,956;25,002;5,438;5,186;1,644;4,75;;9,6;111,028;30,52;110,504;57;66,928;2660,6;625;93;250
;1807 Mittelwert;2;0,6;;40;10;71,262;106,566;32,826;16,424;5,486;5,59;1,73;6,4;;16,4;107,832;27,834;108,278;124;88,068;4970;1018,8;194;250
;1808 Mittelwert;2;0,7;;40;10;75,174;105,296;71,154;40,262;5,482;5,03;1,572;5,666666667;;11,2;106,752;32,652;107,186;75,8;87,442;3590;597;101,6;250
;1809 Mittelwert;2;0,8;;40;10;79,396;102,998;66,152;37,042;5,494;5,338;1,524;3,333333333;;14,4;103,668;34,31;105,384;68,4;84,992;3117,6;686,2;25,4;250
;1810 Mittelwert;2;0,9;;40;10;78,356;101,048;45,932;23,846;5,478;5,032;1,654;2;;10,8;103,906;30,818;103,34;60,2;85,046;2627,2;535;78,6;250
;1811 Mittelwert;2;1;;40;10;79,306;99,366;71,234;35,344;5,45;4,794;1,532;3;;11,2;100,664;34,104;102,168;60,6;84,578;2748;645,6;189,8;250
;1812 Mittelwert;3;0,5;;40;10;72,724;90,342;46,1;22,87;5,484;5,6375;1,366;5,75;;18,4;112,152;22,326;92,132;159,2;71,014;5944;1250,6;437,4;249,4
;1813 Mittelwert;3;0,6;;40;10;78,802;88,42;78,1275;36,915;5,48;5,36;1,29;3,666666667;;12,8;111,142;24,72;90,726;49,6;69,93;2453,2;454,8;190;249,4
;1814 Mittelwert;3;0,7;;40;10;69,492;108,806;143,208;34,448;5,514;5,544;1,626;4,6;;13,8;111,172;30,848;111,478;89,6;92,464;4020,6;1023,4;431;250
;1815 Mittelwert;3;0,8;;40;10;69,054;103,848;89,392;32,976;5,498;5,728;1,712;7,75;;11,6;108,348;29,224;107,406;76,4;113,168;3375;538,6;336,2;250
;1816 Mittelwert;3;0,9;;40;10;78,164;103,132;145,222;55,536;5,51;5,668;1,51;3,5;;11,8;105,074;34,092;106,828;35,8;88,622;1989,4;371;164,8;250
;1817 Mittelwert;3;1;;40;10;81,28;101,544;260,494;74,986;5,48;5,746;1,526;3;;10;105,716;34,2;105,01;41,4;85,126;1947,8;388;236,4;250
;1818 Mittelwert;4;0,5;;40;10;66,54;119,292;142,272;79,818;5,51;4,548;1,674;9,5;;21;118,8675;28,166;121,474;168,8;98,078;6038,4;693;302;250
;1819 Mittelwert;4;0,6;;40;10;61,446;114,016;185,11;35,928;5,524;5,406;1,708;2;;14,5;117,27;27,586;116,346;90,4;120,272;3825;548,4;354,8;250
;1820 Mittelwert;4;0,7;;40;10;73,078;109,286;144,238;66,138;5,492;5,582;1,514;4;;14,2;112,078;34,74;113,364;67;116,122;3094,6;385,6;86;250
;1821 Mittelwert;4;0,8;;40;10;81,76;84,524;156,32;104,674;5,506;4,712;1,456;3,666666667;;13;108,788;35,542;111,406;52,2;93,59;2653,6;242,6;133,6;250
;1822 Mittelwert;4;0,9;;40;10;80,03;81,464;132,1775;91,958;5,492;5,69;1,526;3,333333333;;14,2;111,764;32,94;109,672;63,8;92,426;2896,4;339,4;97,4;250
;1823 Mittelwert;4;1;;40;10;78,612;100,812;95,74;45,304;5,486;5,558;1,632;3,25;;12,8;106,82;30,73;106,854;70,6;91,132;3182,4;388;209,6;250
;1824 Mittelwert;5;0,5;;40;10;71,738;120,052;78,554;38,17;5,448;5,388;1,726;3;;11,4;123,878;27,428;123,448;102,2;127,616;3912;956,6;338,2;250
;1825 Mittelwert;5;0,6;;40;10;76,106;116,46;354,926;145,79;5,52;4,78;1,336;1,75;;5,8;120,654;39,334;121,494;12,2;101,28;811,4;227,6;54,2;250
;1826 Mittelwert;5;0,7;;40;10;69,385;113,496;976,406;1430,548;5,462;5,4925;1,38;3,75;;15,75;116,965;37,876;118,126;84;99,056;3548,4;478,6;299,6;250
;1827 Mittelwert;5;0,8;;40;10;75,8775;109,31;194,536;147,592;5,47;4,7;1,556;3,25;;19,25;114,0925;32,588;113,9;67,6;122,96;3225;615,2;156,6;250
;1828 Mittelwert;5;0,9;;40;10;77,70333333;104,132;462,806;234,86;5,522;4,914;1,414;5,5;;14;109,93;35,266;110,29;43,6;93,372;1967,6;288,2;110,2;250
;1829 Mittelwert;5;1;;40;10;72,556;99,1;192,558;57,216;5,46;4,92;1,664;6,5;;10,2;94,14;29,63;107,998;80,4;91,746;3864;446,8;241;250
;1830 Mittelwert;6;0,5;;40;10;71,818;125,044;76,95;39,118;5,49;5,602;1,734;11,6;;32;127,344;26,12;128,856;372,4;80,636;12115;2126,4;152,8;250
;1831 Mittelwert;6;0,6;;40;10;66,31;121,866;89,858;46,024;5,51;5,506;1,734;13,25;;22,6;125,362;26,026;126,6;274,2;78,886;9178,4;1322,6;328,2;250
;1832 Mittelwert;6;0,7;;40;10;65,07;114,918;104,454;51,996;5,49;5,654;1,632;8,8;;21,4;119,552;28,918;120,44;148;75,264;6455,6;1008,2;93,2;250
;1833 Mittelwert;6;0,8;;40;10;73,5;107,552;93,88;44,26;5,482;5,212;1,726;8,2;;27,2;112,67;27,512;114,188;188,8;72,732;7454,8;1045;229,2;250
;1834 Mittelwert;6;0,9;;40;10;78,218;101,984;360,458;135,994;5,51;5,364;1,498;8;;18,4;111,916;33,398;110,036;121;46,746;5027,8;714,8;122,6;250
;1835 Mittelwert;6;1;;40;10;79,812;96,03;844,922;170,064;5,478;5,254;1,478;2,75;;9,6;101,698;34,586;108,118;52,6;70,87;2448,2;224,6;120,8;250
;1836 Mittelwert;7;0,5;;40;10;68,235;128,038;175,518;163,312;5,502;5,9;1,73;11,75;;35,5;130,0775;26,618;131,792;347,4;109,11;11403,4;1846,4;1074,4;250
;1837 Mittelwert;7;0,6;;40;10;71,98;120,632;115,436;49,868;5,51;5,436;1,702;14;;23,2;122,876;27,556;127,138;282,4;133,766;10393,6;1715,6;1145,6;250
;1838 Mittelwert;7;0,7;;40;10;70,5075;117,878;973,084;181,058;5,518;5,77;1,688;8;;24;128,43;29,712;122,88;147,6;106,532;5736,4;810,4;624,4;250
;1839 Mittelwert;7;0,8;;40;10;74,374;108,454;277,096;51,408;5,476;5,518;1,674;6,333333333;;15,2;113,74;28,242;116,924;123,8;100,272;4928;512,6;514;250
;1840 Mittelwert;7;0,9;;40;10;72,47;105,702;162,21;54,394;5,5;5,278;1,72;4;;15,6;114,864;27,2;115,924;127,4;126,398;4677,8;596;590,4;250
;1841 Mittelwert;7;1;;40;10;77,806;97,632;211,014;80,716;5,488;5,472;1,678;4,25;;16,8;104,208;29,418;108,774;104,8;95,792;4192;375,4;646;250
;1842 Mittelwert;8;0,5;;40;10;70,052;133,37;268,45;140,17;5,518;5,966;1,522;7,5;;14,4;136,268;32,542;138,958;124,4;146,704;4612,6;598;190,6;250
;1843 Mittelwert;8;0,6;;40;10;72,564;127,694;145,316;57,404;5,48;5,442;1,694;8;;28,6;132,776;27,654;134,264;222,4;113,572;8705,2;1523;680,6;250
;1844 Mittelwert;8;0,7;;40;10;69,288;120,694;629,792;315,08;5,474;5,424;1,434;4,75;;12;127,182;34,436;129,246;117,2;83,208;4343,2;859,6;283,2;250
;1845 Mittelwert;8;0,8;;40;10;62,714;114,118;127,876;68,182;5,51;5,368;1,754;10,8;;26,2;118,398;27,204;121,858;219,2;103,62;8350,2;1312;1088,4;250
;1846 Mittelwert;8;0,9;;40;10;75,876;107,128;184,714;99,442;5,5;5,484;1,61;5,5;;18,6;115,218;30,93;117,046;96,4;103,156;4669,8;644,6;160,6;250
;1847 Mittelwert;8;1;;40;10;71,66;80,644;131,72;54,0975;5,504;5,53;1,396;6,5;;15,6;114,254;21,58;89,718;136,8;72,4;5306,6;662,4;77;234,4
;1848 Mittelwert;9;0,5;;40;10;63,738;133,548;154,234;47,53;5,492;5,404;1,784;8,4;;20,4;142,12;24,436;140,416;295,8;116,75;9296,8;1056,8;784,4;250
;1849 Mittelwert;9;0,6;;40;10;70,37;131,942;3041,95;2026,298;5,48;5,146;1,372;5,333333333;;12,75;134,83;37,406;136,57;92,4;112,612;3591;255,6;204,8;250
;1850 Mittelwert;9;0,7;;40;10;69,6225;123,09;563,316;276,716;5,512;4,83;1,526;6,75;;18,75;126,795;30,666;131,938;191;109,838;5992,8;896;508;250
;1851 Mittelwert;9;0,8;;40;10;71,8725;66,582;480,49;364,926;5,49;6,394;1,66;4;;8;119,6575;31,004;128,398;78,6;109,49;2665,4;283,8;212;250
;1852 Mittelwert;9;0,9;;40;10;79,65;85,276;421,1675;560,26;5,488;5,515;1,31;2;;6,5;115,765;38,44;117,682;15,8;81,116;943,4;142,2;36,6;250
;1853 Mittelwert;9;1;;40;10;72,956;96,056;282,206;93,198;5,488;5,458;1,556;3,8;;18,4;114,144;32,072;112,718;111,8;101,44;4545,4;555,4;635,6;250
;1854 Mittelwert;10;0,5;;40;10;66,602;138,65;137,276;61,328;5,504;5,606;1,766;16,8;;37,8;146,608;25,332;145,222;581;153,142;17661,2;3192,4;1749,8;250
;1855 Mittelwert;10;0,6;;40;10;65,738;130,002;119,046;49,052;5,504;5,576;1,756;17,2;;36,8;136,518;24,718;138,33;578,4;145,916;18293,2;3163,6;1624;250
;1856 Mittelwert;10;0,7;;40;10;71,384;121,412;133,708;57,9;5,498;5,518;1,732;13,8;;38,2;130,886;26;132,398;450,4;114,096;15310,6;2185;1723,2;250
;1857 Mittelwert;10;0,8;;40;10;77,302;115,192;271,984;109,428;5,504;5,344;1,584;3,6;;19,8;120,69;30,928;128,018;135,8;143,734;5648,6;649;773;250
;1858 Mittelwert;10;0,9;;40;10;73,54;107,544;273,52;90,808;5,498;5,41;1,612;4;;19,8;120,272;30,314;122,55;167,4;108,704;6123,2;845,2;902;250
;1859 Mittelwert;10;1;;40;10;75,034;101,418;233,652;82,286;5,486;5,634;1,678;2,8;;14,2;115,314;29,12;116,17;101,8;104,276;4130;715,2;512,6;250
;1860 Mittelwert;1;0,5;;45;10;65,7;104,214;43,566;12,878;5,478;5,204;1,654;5,8;;15,2;105,284;29,564;105,152;92,6;106,16;3743,4;947,6;168,2;250
;1861 Mittelwert;1;0,6;;45;10;70,7925;103,972;84,576;32,54;5,432;4,46;1,52;5,5;;18,5;103,1925;34,246;104,524;66;105,762;3122,8;771;103,6;250
;1862 Mittelwert;1;0,7;;45;10;77,334;102,958;114,28;17,384;5,482;6,55;1,574;5;;11,2;102,862;33,062;103,842;64,4;84,578;3376,4;919;100,4;250
;1863 Mittelwert;1;0,8;;45;10;81,158;101,55;123,422;25,02;5,446;6,104;1,544;4,333333333;;11,4;104,602;34,996;103,388;51,6;84,474;2662,8;708;88,8;250
;1864 Mittelwert;1;0,9;;45;10;73,876;101,76;75,548;21,7;5,426;5,8025;1,474;5,666666667;;12,4;101,856;34,388;102,532;46,2;82,954;2702,2;607,6;110;250
;1865 Mittelwert;1;1;;45;10;77,916;100,58;22,568;10,86;5,44;4,936;1,628;3;;12,4;100,82;30,702;101,674;64,8;82,606;3272,2;687,2;128;250
;1866 Mittelwert;2;0,5;;45;10;75,914;109,928;60,728;28,23;5,504;5,564;1,586;7,75;;26,8;112,93;31,516;111,35;156,2;67,286;7152,8;1732;321;250
;1867 Mittelwert;2;0,6;;45;10;74,95;108,276;34,718;16,6;5,462;5,648;1,654;4,2;;21,8;108,428;29,352;109,918;134,6;88,3;5527;1233,2;287,4;250
;1868 Mittelwert;2;0,7;;45;10;74,796;106,024;39,004;20,108;5,482;5,732;1,584;3,8;;19;107,952;31,552;108,4;72,4;88,424;4275,8;1004,6;272,8;250
;1869 Mittelwert;2;0,8;;45;10;74,122;104,708;32,832;16,242;5,476;5,552;1,69;4,8;;20,4;107,254;28,672;106,778;106,6;87,864;5392,4;1088,8;295,4;250
;1870 Mittelwert;2;0,9;;45;10;74,508;102,48;104,962;48,974;5,454;4,454;1,344;3,75;;13,6;102,942;38,428;105,098;54;87,864;2559,2;601,8;121,8;250
;1871 Mittelwert;2;1;;45;10;75,714;100,4;40,548;20,358;5,458;5,702;1,654;3,4;;14,6;102,802;30,014;103,41;100,4;64,074;4606,4;803,2;418,4;250
;1872 Mittelwert;3;0,5;;45;10;70,688;113,65;47,928;23,022;5,46;5,6;1,716;5,2;;18,4;113,876;27,64;115,112;158,8;94,116;6291;1187,4;213,8;250
;1873 Mittelwert;3;0,6;;45;10;75,734;110,636;56,728;27,232;5,478;5,662;1,668;4;;20,4;111,452;29,22;113,114;115,8;115,974;5209,2;984,4;434,6;250
;1874 Mittelwert;3;0,7;;45;10;77,214;107,74;102,074;47,496;5,464;5,44;1,456;3,2;;15;109,216;35,164;111;59,4;114,962;3223,8;584,6;277,6;250
