;ID;CHANCE_TO_HELP_PROBABILITY;COST_REDUCTION_ALTRUISTIC_ACT;SEED;SPAWN_ALTRUIST;SPAWN_NONALTRUIST;age_at_death;altruist_fitness;altruistic_acts_altruists;altruistic_acts_base_agents;average_fitness_cost;average_fitness_cost_round;children_per_woman;died_of_chance;died_of_fitness_loss;died_of_old_age;fitness_at_death;median_age;median_fitness;net_growth;nonAltruist_fitness;population;population_altruists;population_nonAltruists;year
;3531 Mittelwert;9;0,8;;15;25;74,976;107,91;175,374;54,748;5,5;5,34;1,718;6;;20;120,442;27,47;120,214;186,8;129,062;7120,6;452,6;1503;250
;3532 Mittelwert;9;0,9;;15;25;76,828;98,6;345,23;96,356;5,492;5,458;1,574;3,5;;11,6;114,352;30,85;114,944;89,2;125,004;3542,6;193,2;783,4;250
;3533 Mittelwert;9;1;;15;25;74,612;76,544;257,27;102,162;5,494;5,58;1,604;5,75;;12,2;99,456;30,526;112,572;109;124,602;4267;140,4;952,6;250
;3534 Mittelwert;10;0,5;;15;25;72,086;130,532;247,494;69,442;5,498;5,51;1,708;18,75;;29,6;136,996;26,07;137,602;391;144,518;12758,8;926;1697,6;250
;3535 Mittelwert;10;0,6;;15;25;74,6625;97,244;571,4075;193,978;5,488;5,968;1,62;14,66666667;;27,25;133,38;30,012;131,822;255;143,174;9139,6;509,8;1212,8;250
;3536 Mittelwert;10;0,7;;15;25;74,36;91,12;542,225;141,952;5,492;5,222;1,552;6,75;;12;122,338;31,508;125,77;112,6;136,484;3847,4;236;527;250
;3537 Mittelwert;10;0,8;;15;25;67,806;88,554;777,4075;94,242;5,506;5,54;1,706;6,6;;13,4;122,65;27,458;123,54;111;135,218;4489;186,8;655;250
;3538 Mittelwert;10;0,9;;15;25;76,734;81,316;224,7875;62,284;5,516;5,622;1,728;3,25;;15,4;112,384;27,154;116,918;110,8;128,634;4241,2;307;754,2;250
;3539 Mittelwert;10;1;;15;25;83,254;74,568;2305,7775;151,756;5,486;5,684;1,622;5;;9,4;101,252;29,554;113,606;54;101,376;2231,6;54,6;499,8;250
;3540 Mittelwert;1;0,5;;20;25;78,134;103,246;23,03;9,948;5,508;5,116;1,636;5;;14,6;103,872;31,102;104,212;60;83,756;3377,2;368,8;484,4;250
;3541 Mittelwert;1;0,6;;20;25;73,904;101,992;31,062;12,252;5,528;4,972;1,546;4;;11,4;103,968;32,542;103,394;56,2;83,706;2842,2;221,2;482,2;250
;3542 Mittelwert;1;0,7;;20;25;73,804;101,242;18,826;8,196;5,586;6,202;1,658;5;;15;101,864;30,194;102,558;66,6;82,828;3503,6;336,2;542,8;250
;3543 Mittelwert;1;0,8;;20;25;82,312;80,55;32,81;12,046;5,498;5,332;1,506;2;;10,6;101,98;34,608;102,02;19,6;83,024;1814,2;196;360,4;250
;3544 Mittelwert;1;0,9;;20;25;77,704;100,076;21,2;9,152;5,468;5,336;1,616;2,75;;13;101,612;31,254;101,486;45,8;82,414;2699,4;301,8;444,8;250
;3545 Mittelwert;1;1;;20;25;75,464;99,112;20,022;8,826;5,446;5,654;1,588;2,8;;14,8;100,418;32,2;100,88;51,6;81,982;3153,2;351;484;250
;3546 Mittelwert;2;0,5;;20;25;71,708;84,17;43,6025;20,404;5,398;4,8425;1,684;5;;12,6;107,244;30,266;107,208;67,4;108,402;3222,4;152,4;692,8;250
;3547 Mittelwert;2;0,6;;20;25;74,926;82,378;92,0825;25,214;5,486;5,615;1,64;2,5;;9,2;107,242;32,6;106,23;40,4;107,868;2048,8;64,2;304,8;250
;3548 Mittelwert;2;0,7;;20;25;78,952;102,086;80,468;16,59;5,394;5,816;1,702;1,5;;8,6;107,252;29,082;105,63;57,8;107,508;2614,4;104,2;380;250
;3549 Mittelwert;2;0,8;;20;25;73,95;101,066;89,15;28,308;5,43;5,608;1,434;3;;7,6;105,592;35,346;104,306;32,6;106,964;1704,8;54,4;217,2;250
;3550 Mittelwert;2;0,9;;20;25;73,3575;100,532;65,54;24,834;5,4;4,632;1,636;3,75;;10,25;104,2325;31,182;103,358;63,2;106,438;2541,2;112,6;433,4;250
;3551 Mittelwert;2;1;;20;25;74,13666667;99,094;106,616;29,236;5,446;4,5775;1,55;4;;18;101,4133333;33,076;102,016;61,8;105,242;2798,6;173,2;298,2;250
;3552 Mittelwert;3;0,5;;20;25;77,436;108,89;80,75;37,08;5,482;4,882;1,64;5,666666667;;10,8;109,948;29,828;111,742;86,8;92,328;3635;214,8;468,4;250
;3553 Mittelwert;3;0,6;;20;25;77,328;104,758;629,752;70,3;5,512;5,382;1,462;4,75;;13,4;108,786;35,018;108,77;68,8;88,976;3131,8;182,4;531,4;250
;3554 Mittelwert;3;0,7;;20;25;72,424;105,106;87,19;50,234;5,464;5,982;1,604;4;;10,8;107,436;31,326;107,952;70,6;88,054;3112,8;193;409,8;250
;3555 Mittelwert;3;0,8;;20;25;77,186;100,28;137,054;59,032;5,516;5,312;1,478;4,5;;11,6;105,13;34,578;106,464;92,6;66,172;3923,8;180;526,6;250
;3556 Mittelwert;3;0,9;;20;25;78,004;80,536;74,1675;36,478;5,51;5,448;1,672;4,666666667;;12;105,364;29,698;105,258;66,4;87,51;3054,2;192;216,4;250
;3557 Mittelwert;3;1;;20;25;73,0975;79,118;80,4175;42,432;5,432;5,22;1,65;4,333333333;;12;105,585;30,344;103,508;51,4;88,35;2535,4;315,2;201,8;250
;3558 Mittelwert;4;0,5;;20;25;73,232;90,458;59,025;29,002;5,468;5,634;1,65;4,6;;18,6;116,958;29,49;115,736;97,4;94,926;4773;506,4;441,4;250
;3559 Mittelwert;4;0,6;;20;25;67,93;109,696;65,56;22,704;5,51;5,546;1,702;5,2;;14;111,884;27,522;113,696;136,4;117,016;5482,2;458;687,6;250
;3560 Mittelwert;4;0,7;;20;25;74,464;85,842;83,2375;36,108;5,46;5,512;1,646;5,5;;13,2;109,246;29,734;111,66;85,2;116,448;3554;251,8;268;250
;3561 Mittelwert;4;0,8;;20;25;65,702;100,854;256,346;54,012;5,49;5,372;1,606;5,2;;10,6;109,762;31,85;108,914;98,6;114,652;3990;565,2;330,4;250
;3562 Mittelwert;4;0,9;;20;25;68,996;79,038;118,765;79,362;5,458;5,335;1,618;3,4;;13;104,688;32,174;105,82;71,6;112,142;3393;408,2;281,4;250
;3563 Mittelwert;4;1;;20;25;81,372;79,648;101,275;40,012;5,48;5,392;1,61;2,666666667;;12,2;101,654;30,994;104,726;47,8;110,808;2475,8;206,2;415,8;250
;3564 Mittelwert;5;0,5;;20;25;75,654;90,688;105,93;49,466;5,518;5,246;1,704;8;;12,6;118,974;28,904;117,81;108,8;123,08;4322;370;812,6;250
;3565 Mittelwert;5;0,6;;20;25;70,106;88,116;120,775;42,078;5,49;5,626;1,672;5;;8,4;112,868;28,944;115,37;75,2;120,158;3128,8;253,2;436,2;250
;3566 Mittelwert;5;0,7;;20;25;70,834;86,228;91,6;44,406;5,474;5,262;1,636;2,75;;13,75;106,274;30,114;113,338;72;119,408;2992,8;240,2;429,8;250
;3567 Mittelwert;5;0,8;;20;25;75,868;82,796;133,89;49,73;5,524;5,638;1,622;2,75;;11;111,138;31,69;111,056;41,2;115,722;2206;118,8;293,2;250
;3568 Mittelwert;5;0,9;;20;25;69,562;101,962;147,984;57,646;5,502;5,14;1,646;4,5;;10,2;107,656;30,116;109,44;56,4;91,814;2678,6;127,8;470,6;250
;3569 Mittelwert;5;1;;20;25;76,618;95,492;152,526;36,592;5,466;5,92;1,688;3,666666667;;10;104,144;29,846;104,882;54,2;111,314;2562;117,4;517,4;250
;3570 Mittelwert;6;0,5;;20;25;71,03;120,248;104,97;47,272;5,51;5,648;1,67;6,25;;17,2;122,112;27,802;124,356;150,2;128,378;5356;812,8;589,6;250
;3571 Mittelwert;6;0,6;;20;25;69,252;114,27;115,118;44,012;5,5;5,486;1,73;5,8;;21;118,722;27,354;120,32;171,8;126,048;6338,8;446,8;669;250
;3572 Mittelwert;6;0,7;;20;25;78,282;103,666;504,524;206,3;5,478;5,52;1,45;4;;12;112,028;36,278;115,23;65,8;122,922;3012,8;264,6;383,8;250
;3573 Mittelwert;6;0,8;;20;25;71,49;104,334;121,346;42,338;5,474;5,58;1,662;4,4;;19,6;111,578;29,682;112,746;119,2;120,154;5876,8;459;737,2;250
;3574 Mittelwert;6;0,9;;20;25;73,394;100,446;173,16;50,314;5,528;5,74;1,64;5,2;;17,2;110,794;30,286;109,476;91,6;117,818;4259,4;383,6;735,6;250
;3575 Mittelwert;6;1;;20;25;76,346;95,706;294,274;80,758;5,522;6,008;1,568;5,25;;18,4;106,712;33,498;106,622;68;93,124;3899;238,4;594,8;250
;3576 Mittelwert;7;0,5;;20;25;69,682;98,512;128,415;40,058;5,498;5,562;1,694;10,6;;25,4;126,66;27,914;127,764;229,8;135,21;8834,6;603,2;902,6;250
;3577 Mittelwert;7;0,6;;20;25;71,73;93,076;119,345;48,892;5,488;5,518;1,684;4;;16,2;119,708;27,886;122,26;119,6;128,824;4638,8;214,8;390;250
;3578 Mittelwert;7;0,7;;20;25;73,792;89,074;144,8025;53,22;5,482;5,516;1,644;3,4;;14;120,206;29,078;118,936;98,4;125,014;4070,6;121,8;595;250
;3579 Mittelwert;7;0,8;;20;25;68,844;63,034;135,9033333;41,14;5,51;5,472;1,71;8,2;;23,8;111,51;27,866;114,014;152,8;122,032;6475;163,8;751;250
;3580 Mittelwert;7;0,9;;20;25;70,646;79,584;255,0175;62,266;5,496;5,736;1,636;3,2;;9,4;111,024;29,97;111,558;64,8;120,572;2727,8;152;443;250
;3581 Mittelwert;7;1;;20;25;73,66;78,336;221,85;63,27;5,512;5,282;1,556;3,4;;10,6;107,33;31,886;109,896;47;119,822;2517;109,6;609;250
;3582 Mittelwert;8;0,5;;20;25;64,462;124,518;100,36;38,118;5,502;5,534;1,76;10;;25,6;131,614;25,678;131,43;268,4;108,646;9209,2;826;1215,6;250
;3583 Mittelwert;8;0,6;;20;25;71,942;69,972;90,08333333;55,788;5,482;5,496;1,696;12,5;;28,4;122,378;27,238;124,72;252;131,092;9147,8;775,4;1897,2;250
;3584 Mittelwert;8;0,7;;20;25;74,9;110,266;153,79;56,092;5,512;5,58;1,688;7,5;;24;119,324;27,818;120,61;183;128,852;6584,2;451;1248,2;250
;3585 Mittelwert;8;0,8;;20;25;73,336;84,94;118,395;100,612;5,518;5,572;1,628;8,5;;19,6;121,99;29,644;116,586;203,8;99,042;7202,8;513;1557;250
;3586 Mittelwert;8;0,9;;20;25;78,254;95,188;307,888;123,076;5,504;5,98;1,564;5,75;;14,8;117,582;32,934;110,58;94,8;98,848;3916,8;237;1001;250
;3587 Mittelwert;8;1;;20;25;73,465;86,464;892,822;362,774;5,472;5,102;1,51;3,25;;11,75;108,95;35,896;106,498;70,8;96,536;2859;183,8;841,2;250
;3588 Mittelwert;9;0,5;;20;25;67,806;128,064;141,36;47,592;5,49;5,602;1,762;9,4;;23;137,042;25,686;134,966;252,4;140,98;8547,4;946,4;1223,8;250
;3589 Mittelwert;9;0,6;;20;25;70,942;119,016;212,906;69,13;5,506;5,598;1,664;5,6;;13,6;121,978;28,298;129,958;135,8;138,334;5065;402,2;673,6;250
;3590 Mittelwert;9;0,7;;20;25;70,276;117,132;208,474;88,502;5,51;5,456;1,558;6;;20,8;125,09;30,792;125,474;135,2;134,922;5773;722,8;1143,2;250
;3591 Mittelwert;9;0,8;;20;25;72,672;85,672;118,885;52,592;5,492;5,602;1,718;9,75;;18,4;116,174;27,18;119,164;204,6;129,5;7554;796;1375;250
;3592 Mittelwert;9;0,9;;20;25;73,148;99,152;316,202;53,858;5,486;5,456;1,672;5,4;;17,2;113,522;28,808;115,9;148,2;125,518;5520,8;334,6;1183,4;250
;3593 Mittelwert;9;1;;20;25;76,746;55,708;168,5366667;96,25;5,468;5,7275;1,274;5;;9,8;108,414;24,54;89,888;69,2;99,494;2715,4;205,2;849,8;249,4
;3594 Mittelwert;10;0,5;;20;25;65,184;129,542;159,942;55,608;5,508;5,502;1,73;15;;32,8;133,486;26,184;137,928;444,6;144,892;13768,2;929,6;1271,2;250
;3595 Mittelwert;10;0,6;;20;25;70,226;121,12;123,786;43,418;5,496;5,512;1,76;10,4;;28,6;130,986;25,624;131,112;367,6;138,586;12076,8;826,2;1587,6;250
;3596 Mittelwert;10;0,7;;20;25;68,234;115,89;195,576;57,136;5,508;5,644;1,712;8,4;;23,2;130,142;27,1;127,038;195,6;136,24;7344,4;388,8;937,4;250
;3597 Mittelwert;10;0,8;;20;25;71,982;101,562;395,304;62,99;5,482;5,476;1,66;6;;19,8;120,622;29,032;120,27;132,6;131,428;5699,8;377,2;899,2;250
;3598 Mittelwert;10;0,9;;20;25;71,344;101,752;193,182;74,888;5,52;5,61;1,708;3,6;;15,4;113,91;28,166;117,454;120,2;129,804;4303,6;309,6;751,2;250
;3599 Mittelwert;10;1;;20;25;72,616;89,582;394,56;76,182;5,504;5,656;1,624;5,2;;20,2;110,292;30,548;112,692;141;125,5;5488,8;343,6;1002,4;250
;3600 Mittelwert;1;0,5;;25;25;73,088;103,436;42,712;14,978;5,408;5,502;1,59;1,5;;5,8;104,684;32,96;104,2;26,6;104,594;1378,4;148,8;115;250
;3601 Mittelwert;1;0,6;;25;25;84,198;102,42;40,58;20,42;5,32;5,074;1,544;1;;6,6;102,124;33,536;103,054;23,8;104,436;1307;162;100,6;250
;3602 Mittelwert;1;0,7;;25;25;72,38;101,836;110,416;27,746;5,322;4,332;1,468;2;;3,6;99,662;37,502;103,81;18;105,698;899;109,8;102,8;250
;3603 Mittelwert;1;0,8;;25;25;77,712;103,906;123,104;24,898;5,462;6,276666667;1,564;1,333333333;;5;100,438;35,034;103,598;26,6;104,726;1233;145;123,2;250
;3604 Mittelwert;1;0,9;;25;25;79,57;99,092;160,778;27,152;5,386;4,436;1,492;2,5;;5,6;97,064;35,762;102,108;20,4;102,8;1167,2;158,6;63;250
;3605 Mittelwert;1;1;;25;25;78,952;80,51;47,5475;13,902;5,336;6,74;1,612;1,5;;8,2;98,85;30,686;102,232;24,4;103,65;1371,2;148,8;210,2;250
;3606 Mittelwert;2;0,5;;25;25;71,216;42,4;54,75;18,695;5,542;5,92;1,29;3;;10,2;105,468;24,566;85,99;44,4;87,332;2358,2;50,2;236,6;236,6
;3607 Mittelwert;2;0,6;;25;25;73,902;43,05;59,675;14,9875;5,53;5,1025;1,342;2,25;;8;105,112;22,862;85,22;71;86,526;3036,8;29,2;299,8;236,6
;3608 Mittelwert;2;0,7;;25;25;76,148;40,98;37,45;32,535;5,544;5,4575;1,182;6,333333333;;16,8;102,606;28,034;83,55;68,8;84,722;4103,8;223;306,2;236,6
;3609 Mittelwert;2;0,8;;25;25;77,24;59,108;100,74;14,86;5,516;5,36;1,33;3,5;;15,8;102,732;23,772;83,076;70,8;85,036;3629,4;259,2;310,6;236,6
;3610 Mittelwert;2;0,9;;25;25;76,54;40,282;31,74;17,54;5,552;6,0725;1,322;3,75;;14,4;101,24;24,41;82,356;59;84,374;3279,8;206,8;568,6;236,6
;3611 Mittelwert;2;1;;25;25;72,0425;39,622;90,28;27,6725;5,568;6,5275;1,28;5,333333333;;9,25;102,02;25,112;80,884;58,2;82,646;2479,2;103,4;450,8;236,6
;3612 Mittelwert;3;0,5;;25;25;74,176;109,074;129,382;31,352;5,49;5,47;1,652;2,6;;9,4;112,414;30,432;112,558;72,6;90,796;2924;350,6;259,4;250
;3613 Mittelwert;3;0,6;;25;25;81,86;86,634;145,1425;59,1;5,562;4,8225;1,102;3,5;;7,2;108,946;30,356;88,75;28,2;90,382;1687;185,8;203;250
;3614 Mittelwert;3;0,7;;25;25;80,292;83,16;86,82;36,9075;5,558;5,1875;1,254;3,666666667;;12;104,462;25,934;86,504;71;89,332;2957,8;434,6;402,4;250
;3615 Mittelwert;3;0,8;;25;25;78,568;82,588;56,5325;30,192;5,486;5,85;1,588;3,25;;14,2;104,834;31,308;106,45;67,2;110,98;3405,8;414,2;468,8;250
;3616 Mittelwert;3;0,9;;25;25;74,1875;99,76;165,072;61,95;5,456;5,198;1,542;2;;10,75;100,9725;31,764;104,15;33,2;87,052;1739,4;203,6;159,6;250
;3617 Mittelwert;3;1;;25;25;82,172;96,318;111,85;50,136;5,446;5,564;1,472;2,333333333;;12,2;98,918;34,42;102,46;30,2;108,982;1957,8;339,2;235,2;250
;3618 Mittelwert;4;0,5;;25;25;72,966;113,47;68,83;28,892;5,448;5,522;1,67;5,8;;21,8;116,168;28,688;116,6;135,6;95,694;5987,8;611,8;483,8;250
;3619 Mittelwert;4;0,6;;25;25;73,468;109,538;75,796;28,806;5,496;5,35;1,718;4,2;;14,6;112,9;27,79;113,912;130,4;118,166;4916,6;428;322,8;250
;3620 Mittelwert;4;0,7;;25;25;69,022;86,474;86,0875;37,9;5,462;5,538;1,7;3,6;;9,6;111,444;28,228;111,948;81,4;91,896;3420,2;285,2;239,6;250
;3621 Mittelwert;4;0,8;;25;25;68,612;102,67;119,622;45,834;5,5;5,934;1,626;4,4;;13;110,768;31,49;109,61;38,8;114,746;2307,6;162;290,2;250
;3622 Mittelwert;4;0,9;;25;25;75,178;100,654;142,998;62,76;5,496;5,396;1,564;4;;13;105,324;32,094;106,912;71,6;114,656;3359,2;208,6;411,2;250
;3623 Mittelwert;4;1;;25;25;74,506;97,616;118,254;38,668;5,514;5,624;1,668;4,666666667;;11,4;102,504;30,054;105,5;57,2;112,294;2715,4;208,2;341;250
;3624 Mittelwert;5;0,5;;25;25;71,076;115,452;72,8;30,828;5,486;5,556;1,704;8,2;;24,2;119,266;27,644;119,32;174;122,668;7480,4;884,6;821,2;250
;3625 Mittelwert;5;0,6;;25;25;74,182;112,578;117,388;50,944;5,5;5,622;1,604;5,25;;15;116,67;30,386;116,956;74;96,778;3531,2;435;261,4;250
;3626 Mittelwert;5;0,7;;25;25;75,264;88,14;123,4925;73,012;5,498;5,658;1,6;4,5;;12,8;115,038;31,742;114,43;87,4;94,298;3314;310;618,6;250
;3627 Mittelwert;5;0,8;;25;25;76,778;103,344;279,922;207,2;5,508;6,14;1,502;3,666666667;;12,6;111,01;34,616;110,104;82;93,242;3540,6;272;598,4;250
;3628 Mittelwert;5;0,9;;25;25;71,904;99,534;138,826;44,598;5,502;5,366;1,664;3,25;;13,6;108,84;29,97;108,45;79,8;91,336;3629;291,6;442,8;250
;3629 Mittelwert;5;1;;25;25;74,356;96,596;177,19;42,09;5,47;5,444;1,662;4;;13;102,756;29,714;105,966;83,8;113,304;3619,8;356,4;442,6;250
;3630 Mittelwert;6;0,5;;25;25;63,61;117,286;99,922;34,36;5,508;5,498;1,728;5,6;;16;124,128;26,604;122,72;148,4;126,532;5777,8;439,4;929,2;250
;3631 Mittelwert;6;0,6;;25;25;71,3475;115,16;115,05;42,47;5,492;5,426;1,698;4,75;;18;114,2525;27,898;119,724;102,8;125,346;4044,2;149,2;405,6;250
;3632 Mittelwert;6;0,7;;25;25;74,832;88,238;141,4875;34,968;5,496;5,552;1,71;4,75;;13,8;117,5;27,782;116,936;152,6;122,27;5464,8;197,8;656,2;250
;3633 Mittelwert;6;0,8;;25;25;73,504;103,068;156,388;50,734;5,512;5,3;1,622;3;;9;112,024;30,442;113,312;53,6;95,008;2542,2;166,6;438,6;250
;3634 Mittelwert;6;0,9;;25;25;79,734;76,766;872,5025;83,218;5,51;5,396;1,668;2,666666667;;9,6;103,69;29,864;108,986;37,2;91,474;1638;94,6;190;250
;3635 Mittelwert;6;1;;25;25;74,57;79,02;1309,79;1469,96;5,486;5,42;1,378;1,75;;7,5;111,6825;35,952;107,652;36,6;96,962;1651,2;145,6;134,4;250
;3636 Mittelwert;7;0,5;;25;25;75,802;124,732;215,516;94,204;5,498;5,246;1,586;7;;18,6;133,824;30,386;131,078;108,6;109,498;4750,4;762,6;621,4;250
;3637 Mittelwert;7;0,6;;25;25;61,736;116,778;183,384;53,332;5,488;5,692;1,692;8,2;;33,25;121,018;27,346;124,546;234,2;130,462;8527;819,6;1195;250
;3638 Mittelwert;7;0,7;;25;25;72,872;88,618;158,0025;45,894;5,496;5,29;1,698;4,75;;10,2;120,15;27,856;120,514;131,2;100,238;4476,6;655,4;741,6;250
;3639 Mittelwert;7;0,8;;25;25;67,528;104,92;122,764;46,818;5,51;5,796;1,69;6,2;;17,8;114,884;28,466;115,8;124,4;123,73;5013;529,4;1073,4;250
;3640 Mittelwert;7;0,9;;25;25;77,2875;83,43;222,7575;123,69;5,482;5,564;1,662;2;;6,25;110,15;30,66;115,282;22,6;100,556;1122;100,4;161,4;250
;3641 Mittelwert;7;1;;25;25;85,148;95,748;475,5;137,924;5,526;5,754;1,518;3;;7,2;116,016;35,044;110,58;31,6;122,118;1463,6;126,8;244,4;250
;3642 Mittelwert;8;0,5;;25;25;66,198;123,592;92,22;33,286;5,494;5,57;1,778;15;;34,8;130,116;24,682;130,312;470,6;135,656;15072,8;747,2;1759,2;250
;3643 Mittelwert;8;0,6;;25;25;69,606;95,428;99,5925;41,326;5,504;5,538;1,722;12,6;;29,8;125,078;26,932;126,73;329,6;133,69;11430;685;1157,4;250
;3644 Mittelwert;8;0,7;;25;25;70,602;90,016;133,155;46,888;5,504;5,476;1,736;4,4;;18;121,624;27;122,408;206;129,594;7627,4;478,8;1039,2;250
;3645 Mittelwert;8;0,8;;25;25;69,978;107,012;362,746;71,878;5,514;5,426;1,668;5,6;;16,6;112,986;29,244;117,968;139,4;130,28;5213,6;337;589;250
;3646 Mittelwert;8;0,9;;25;25;75,944;101,558;166,59;54,304;5,5;5,376;1,672;3,2;;21,6;108,592;28,58;113,66;145;124,948;5610,2;383;492,4;250
;3647 Mittelwert;8;1;;25;25;70;89,98;516,79;145,126;5,524;5,212;1,58;2,8;;9,2;110,868;32,062;107,984;41,2;123,086;1964,6;161,4;84,6;250
;3648 Mittelwert;9;0,5;;25;25;67,004;130,158;208,236;44,378;5,494;5,546;1,76;11,4;;27,8;137,658;25,474;137,714;384,2;144,098;12125,6;1960,4;1282;250
;3649 Mittelwert;9;0,6;;25;25;74,9;124,962;362,46;187,702;5,504;5,594;1,514;6,75;;17,6;135,346;31,402;133,808;199,8;142,312;6682,8;721,8;537,2;250
;3650 Mittelwert;9;0,7;;25;25;70,626;118,376;194,038;75,342;5,494;5,604;1,662;3,4;;12,2;128,718;29,042;127,922;85;136,118;3829,6;474;408,4;250
;3651 Mittelwert;9;0,8;;25;25;69,344;109,5;202,468;69,656;5,498;5,564;1,636;6,4;;17,2;120,144;29,024;122,554;126,2;133,69;5047;664,6;501,4;250
;3652 Mittelwert;9;0,9;;25;25;72,446;81,192;264,9475;89,67;5,478;5,43;1,558;3,2;;11,4;114,896;31,638;115,97;63;128,454;3093,6;149,6;355;250
;3653 Mittelwert;9;1;;25;25;65,952;90,402;1050,58;83,456;5,496;5,31;1,61;3;;6,2;113,614;30,688;111,884;51;124,518;2187,4;248,8;323,4;250
;3654 Mittelwert;10;0,5;;25;25;72,786;134,228;396,918;114,046;5,478;5,296;1,612;15,5;;29,4;135,018;29,048;141,128;395,2;147,714;12619,6;1467,8;1223,2;250
;3655 Mittelwert;10;0,6;;25;25;70,124;121,44;206,04;51,492;5,498;5,45;1,734;9,25;;20,4;132,646;26,168;132,714;232,4;140,48;7891,2;657;898,6;250
;3656 Mittelwert;10;0,7;;25;25;68,538;117,784;186,888;68,24;5,506;5,732;1,692;5,8;;17,4;127,462;27,11;129,734;123,2;138,898;5188,8;430,6;816,2;250
;3657 Mittelwert;10;0,8;;25;25;71,058;112,368;151,772;50,34;5,508;5,584;1,724;6,6;;18,8;125,364;26,6;124,434;220,2;133,508;7568,2;723;1504,4;250
;3658 Mittelwert;10;0,9;;25;25;73,724;80,142;227,795;75,09;5,492;5,454;1,698;2,6;;11,4;112,908;28,314;118,174;83,8;104,094;3216,4;188,4;541,8;250
;3659 Mittelwert;10;1;;25;25;63,716;77,046;609,8575;127,446;5,472;5,788;1,706;1,5;;9;105,974;28,992;114,852;37;131,046;1587,8;114,4;221,8;250
;3660 Mittelwert;1;0,5;;30;25;71,344;103,218;24,698;10,946;5,492;5,346;1,602;2;;12,2;104,074;31,766;104,052;48,4;104,724;2635;270,2;214,6;250
;3661 Mittelwert;1;0,6;;30;25;82,93;102,816;22,04;10,334;5,368;5,19;1,648;1,333333333;;12,2;102,934;31,426;103,106;37,2;104,56;2338,6;280,2;228,4;250
;3662 Mittelwert;1;0,7;;30;25;73,284;102,354;65,352;15,018;5,382;4,824;1,486;2;;7,4;103,15;35,174;103,972;23;105,112;1413,2;144,6;122,4;250
;3663 Mittelwert;1;0,8;;30;25;77,084;101,582;27,556;9,456;5,54;5,36;1,686;2,25;;9,8;104,504;29,188;103,426;60,8;104,504;2543;184;215,2;250
;3664 Mittelwert;1;0,9;;30;25;77,604;100,996;29,538;11,208;5,438;5,112;1,604;2,25;;12,4;102,408;31,592;101,77;44,8;102,822;2523;222,6;177,4;250
;3665 Mittelwert;1;1;;30;25;79,646;100,192;26,156;11,106;5,394;6,25;1,624;1,4;;12,2;101,148;31,17;101,806;39,6;103,468;2173,8;241,8;267,4;250
;3666 Mittelwert;2;0,5;;30;25;80,3475;63,898;36,12666667;27,02;5,48;4,962;1,642;3;;14;107,965;31,444;108,442;54,6;110,202;2568;186,8;258,6;250
;3667 Mittelwert;2;0,6;;30;25;76,954;83,136;74,45;50,462;5,492;5,506;1,392;5,5;;8,2;106,368;37,146;106,326;54,6;107,666;2614,2;215,2;285,2;250
;3668 Mittelwert;2;0,7;;30;25;71,762;81,48;33,28;21,604;5,456;5,706;1,684;2,8;;11;104,34;29,666;105,33;68,2;107,644;3141,2;160,8;364,4;250
;3669 Mittelwert;2;0,8;;30;25;75,814;59,802;633,1;47,402;5,574;5,9725;1,374;2;;7,2;104,898;35,63;104,244;32,8;85,028;1757;93,4;124,6;250
;3670 Mittelwert;2;0,9;;30;25;78,2925;61,32;198,7933333;32,966;5,432;5,9675;1,628;7,5;;15,75;100,3175;31,842;102,868;64,8;104,898;3168,6;241,8;632,4;250
;3671 Mittelwert;2;1;;30;25;76,39;78,308;69,4975;21,842;5,46;5,416;1,598;2,2;;7,6;100,986;31,65;103,076;37,6;84,37;2112,8;63,2;303,2;250
;3672 Mittelwert;3;0,5;;30;25;73,758;109,34;80,932;37,802;5,444;5,368;1,608;5,25;;13,8;106,882;31,092;112,098;96,4;113,522;4350,4;671,8;883,6;250
;3673 Mittelwert;3;0,6;;30;25;76,545;64,488;61,89333333;142,715;5,492;5,263333333;1,164;5;;13,25;107,135;28,974;87,636;53,2;68,162;2478,2;320,6;472,4;250
;3674 Mittelwert;3;0,7;;30;25;76,47;82,634;584,3525;1958,225;5,536;5,553333333;1,01;4,333333333;;12;105,7525;31,868;84,6;64,8;67,152;2767,8;330,8;421,4;250
;3675 Mittelwert;3;0,8;;30;25;80,7375;79,854;592,46;1580,794;5,532;5,543333333;1,244;2,333333333;;12,5;106,6725;40,95;103,324;48;87,328;2445;372,4;389,2;250
;3676 Mittelwert;3;0,9;;30;25;76,072;100,026;417,862;48,872;5,53;4,996;1,514;2,25;;6,2;106,01;32,76;105,842;35,6;109,21;1616;142,2;269,4;250
;3677 Mittelwert;3;1;;30;25;75,184;79,72;96,895;40,928;5,514;5,43;1,54;3,666666667;;10,6;101,42;33,1;104,198;45,6;108,108;2140,8;368;244,8;250
;3678 Mittelwert;4;0,5;;30;25;73,962;113,238;91,784;36,872;5,464;5,506;1,578;3,8;;15,6;117,042;31,334;116,574;74,6;120,418;3804,2;464,6;736,6;250
;3679 Mittelwert;4;0,6;;30;25;67,572;108,922;170,06;31,306;5,458;5,458;1,744;2,2;;10,2;111,648;27,856;114,048;107,4;116,854;4013,2;583,2;276;250
